fSentiment_StateID,fSentiment_Score,fSentiment_Date,fSentiment_ProductID,fSentiment_ZIPState
6,89,"Sunday, March 1, 2015",1688,00027CO
6,89,"Friday, May 1, 2015",2102,00027CO
6,90,"Saturday, March 1, 2014",1233,00027CO
6,90,"Saturday, March 1, 2014",2102,00027CO
6,90,"Tuesday, April 1, 2014",1043,00027CO
6,90,"Friday, August 1, 2014",2102,00027CO
6,90,"Saturday, November 1, 2014",1027,00027CO
6,90,"Sunday, February 1, 2015",1688,00027CO
6,90,"Monday, June 1, 2015",2102,00027CO
7,11,"Saturday, March 1, 2014",199,06001CT
7,11,"Wednesday, April 1, 2015",199,06001CT
7,11,"Friday, May 1, 2015",211,06001CT
7,12,"Saturday, February 1, 2014",1,06001CT
7,12,"Saturday, February 1, 2014",2187,06001CT
7,12,"Thursday, January 1, 2015",2187,06001CT
7,13,"Wednesday, January 1, 2014",1908,06001CT
7,13,"Friday, May 1, 2015",211,06001CT
7,14,"Saturday, February 1, 2014",1908,06001CT
7,14,"Saturday, February 1, 2014",199,06001CT
7,14,"Tuesday, April 1, 2014",1,06001CT
7,14,"Thursday, May 1, 2014",199,06001CT
7,14,"Sunday, June 1, 2014",1,06001CT
7,14,"Thursday, January 1, 2015",199,06001CT
7,14,"Monday, June 1, 2015",199,06001CT
7,14,"Monday, June 1, 2015",2187,06001CT
7,15,"Saturday, March 1, 2014",199,06001CT
7,15,"Thursday, May 1, 2014",1908,06001CT
7,15,"Thursday, January 1, 2015",2187,06001CT
7,15,"Sunday, February 1, 2015",1908,06001CT
7,15,"Friday, May 1, 2015",211,06001CT
7,16,"Saturday, March 1, 2014",2187,06001CT
7,16,"Sunday, June 1, 2014",199,06001CT
7,16,"Saturday, November 1, 2014",211,06001CT
7,16,"Monday, June 1, 2015",199,06001CT
7,16,"Monday, June 1, 2015",211,06001CT
7,17,"Thursday, May 1, 2014",1908,06001CT
7,17,"Thursday, May 1, 2014",211,06001CT
7,17,"Tuesday, July 1, 2014",1,06001CT
7,18,"Tuesday, April 1, 2014",2187,06001CT
7,18,"Sunday, February 1, 2015",2187,06001CT
7,18,"Monday, June 1, 2015",1,06001CT
7,19,"Saturday, November 1, 2014",1908,06001CT
7,19,"Saturday, November 1, 2014",2187,06001CT
7,19,"Friday, May 1, 2015",199,06001CT
7,19,"Monday, June 1, 2015",1908,06001CT
7,20,"Thursday, May 1, 2014",2187,06001CT
7,20,"Wednesday, October 1, 2014",211,06001CT
7,20,"Wednesday, October 1, 2014",211,06001CT
7,20,"Monday, June 1, 2015",1908,06001CT
7,21,"Saturday, March 1, 2014",1908,06001CT
7,21,"Sunday, June 1, 2014",1908,06001CT
7,21,"Saturday, November 1, 2014",2187,06001CT
7,21,"Wednesday, April 1, 2015",199,06001CT
7,22,"Saturday, March 1, 2014",1,06001CT
7,22,"Tuesday, April 1, 2014",2187,06001CT
7,22,"Thursday, May 1, 2014",2187,06001CT
7,22,"Tuesday, July 1, 2014",2187,06001CT
7,22,"Saturday, November 1, 2014",1908,06001CT
7,23,"Friday, August 1, 2014",211,06001CT
7,23,"Wednesday, October 1, 2014",1,06001CT
7,23,"Sunday, March 1, 2015",1,06001CT
7,24,"Sunday, June 1, 2014",1908,06001CT
7,24,"Friday, August 1, 2014",1908,06001CT
7,24,"Monday, September 1, 2014",1,06001CT
7,24,"Monday, September 1, 2014",1908,06001CT
7,24,"Sunday, February 1, 2015",199,06001CT
7,24,"Wednesday, April 1, 2015",211,06001CT
7,24,"Friday, May 1, 2015",1908,06001CT
7,25,"Saturday, March 1, 2014",211,06001CT
7,25,"Thursday, May 1, 2014",199,06001CT
7,25,"Saturday, November 1, 2014",199,06001CT
7,25,"Monday, December 1, 2014",1,06001CT
7,25,"Thursday, January 1, 2015",2187,06001CT
7,25,"Sunday, March 1, 2015",1908,06001CT
7,25,"Wednesday, April 1, 2015",2187,06001CT
7,26,"Saturday, March 1, 2014",199,06001CT
7,26,"Thursday, May 1, 2014",211,06001CT
7,26,"Wednesday, October 1, 2014",1,06001CT
7,26,"Saturday, November 1, 2014",2187,06001CT
7,27,"Saturday, February 1, 2014",211,06001CT
7,27,"Thursday, May 1, 2014",199,06001CT
7,27,"Sunday, June 1, 2014",2187,06001CT
7,27,"Wednesday, October 1, 2014",211,06001CT
7,27,"Sunday, February 1, 2015",1,06001CT
7,27,"Wednesday, April 1, 2015",1908,06001CT
7,28,"Tuesday, April 1, 2014",211,06001CT
7,28,"Saturday, November 1, 2014",1,06001CT
7,29,"Wednesday, January 1, 2014",1,06001CT
7,29,"Monday, September 1, 2014",1,06001CT
7,29,"Wednesday, October 1, 2014",1908,06001CT
7,29,"Wednesday, October 1, 2014",2187,06001CT
7,29,"Monday, December 1, 2014",2187,06001CT
7,29,"Monday, June 1, 2015",1,06001CT
7,30,"Wednesday, January 1, 2014",199,06001CT
7,30,"Monday, September 1, 2014",1908,06001CT
7,30,"Monday, September 1, 2014",199,06001CT
7,30,"Monday, September 1, 2014",211,06001CT
7,30,"Thursday, January 1, 2015",199,06001CT
7,30,"Thursday, January 1, 2015",392,06001CT
7,31,"Saturday, February 1, 2014",1908,06001CT
7,31,"Tuesday, April 1, 2014",1908,06001CT
7,31,"Thursday, May 1, 2014",211,06001CT
7,31,"Saturday, November 1, 2014",1908,06001CT
7,31,"Sunday, February 1, 2015",1908,06001CT
7,31,"Friday, May 1, 2015",211,06001CT
7,31,"Monday, June 1, 2015",199,06001CT
7,32,"Wednesday, January 1, 2014",2187,06001CT
7,32,"Wednesday, January 1, 2014",2187,06001CT
7,33,"Saturday, February 1, 2014",199,06001CT
7,33,"Saturday, February 1, 2014",211,06001CT
7,33,"Monday, September 1, 2014",1,06001CT
7,34,"Monday, December 1, 2014",392,06001CT
7,34,"Wednesday, April 1, 2015",2187,06001CT
7,34,"Friday, May 1, 2015",1908,06001CT
7,35,"Tuesday, April 1, 2014",1908,06001CT
7,35,"Wednesday, October 1, 2014",199,06001CT
7,35,"Wednesday, October 1, 2014",392,06001CT
7,36,"Saturday, November 1, 2014",392,06001CT
7,36,"Sunday, February 1, 2015",211,06001CT
7,37,"Saturday, March 1, 2014",211,06001CT
7,37,"Thursday, May 1, 2014",199,06001CT
7,37,"Wednesday, October 1, 2014",1,06001CT
7,37,"Sunday, March 1, 2015",1908,06001CT
7,37,"Wednesday, April 1, 2015",199,06001CT
7,38,"Tuesday, April 1, 2014",211,06001CT
7,38,"Friday, August 1, 2014",211,06001CT
7,38,"Wednesday, October 1, 2014",211,06001CT
7,38,"Monday, December 1, 2014",392,06001CT
7,38,"Monday, December 1, 2014",392,06001CT
7,39,"Saturday, March 1, 2014",2187,06001CT
7,39,"Sunday, June 1, 2014",1,06001CT
7,39,"Sunday, June 1, 2014",199,06001CT
7,39,"Friday, August 1, 2014",1,06001CT
7,39,"Sunday, February 1, 2015",211,06001CT
7,39,"Sunday, March 1, 2015",2187,06001CT
7,40,"Tuesday, April 1, 2014",392,06001CT
7,40,"Friday, August 1, 2014",199,06001CT
7,40,"Saturday, November 1, 2014",392,06001CT
7,40,"Sunday, March 1, 2015",1,06001CT
7,41,"Wednesday, January 1, 2014",392,06001CT
7,41,"Wednesday, January 1, 2014",392,06001CT
7,41,"Tuesday, April 1, 2014",1,06001CT
7,41,"Thursday, May 1, 2014",392,06001CT
7,42,"Thursday, May 1, 2014",211,06001CT
7,42,"Sunday, June 1, 2014",2187,06001CT
7,42,"Tuesday, July 1, 2014",2187,06001CT
7,42,"Tuesday, July 1, 2014",392,06001CT
7,42,"Friday, August 1, 2014",1,06001CT
7,42,"Sunday, February 1, 2015",211,06001CT
7,42,"Friday, May 1, 2015",2187,06001CT
7,43,"Tuesday, April 1, 2014",1,06001CT
7,43,"Tuesday, April 1, 2014",2187,06001CT
7,43,"Tuesday, July 1, 2014",1908,06001CT
7,43,"Monday, September 1, 2014",1,06001CT
7,43,"Thursday, January 1, 2015",1908,06001CT
7,43,"Sunday, February 1, 2015",1908,06001CT
7,43,"Sunday, February 1, 2015",2187,06001CT
7,43,"Wednesday, April 1, 2015",199,06001CT
7,43,"Friday, May 1, 2015",211,06001CT
7,44,"Saturday, February 1, 2014",211,06001CT
7,44,"Saturday, March 1, 2014",211,06001CT
7,44,"Tuesday, April 1, 2014",392,06001CT
7,44,"Tuesday, July 1, 2014",199,06001CT
7,44,"Wednesday, April 1, 2015",1908,06001CT
7,45,"Tuesday, April 1, 2014",1908,06001CT
7,46,"Saturday, February 1, 2014",199,06001CT
7,46,"Sunday, June 1, 2014",211,06001CT
7,46,"Tuesday, July 1, 2014",2187,06001CT
7,46,"Wednesday, April 1, 2015",1,06001CT
7,47,"Tuesday, April 1, 2014",2187,06001CT
7,47,"Thursday, May 1, 2014",1,06001CT
7,47,"Thursday, May 1, 2014",2187,06001CT
7,47,"Tuesday, July 1, 2014",392,06001CT
7,47,"Monday, September 1, 2014",1,06001CT
7,47,"Monday, September 1, 2014",2187,06001CT
7,47,"Monday, September 1, 2014",392,06001CT
7,47,"Wednesday, October 1, 2014",1908,06001CT
7,47,"Monday, December 1, 2014",1,06001CT
7,47,"Friday, May 1, 2015",199,06001CT
7,48,"Friday, August 1, 2014",392,06001CT
7,48,"Wednesday, October 1, 2014",211,06001CT
7,48,"Saturday, November 1, 2014",199,06001CT
7,48,"Saturday, November 1, 2014",199,06001CT
7,48,"Monday, December 1, 2014",199,06001CT
7,49,"Wednesday, January 1, 2014",392,06001CT
7,49,"Thursday, May 1, 2014",392,06001CT
7,49,"Sunday, June 1, 2014",1,06001CT
7,49,"Friday, August 1, 2014",1,06001CT
7,49,"Friday, August 1, 2014",392,06001CT
7,49,"Saturday, November 1, 2014",392,06001CT
7,50,"Tuesday, April 1, 2014",392,06001CT
7,50,"Thursday, January 1, 2015",1,06001CT
7,50,"Sunday, February 1, 2015",392,06001CT
7,50,"Sunday, March 1, 2015",1908,06001CT
7,50,"Sunday, March 1, 2015",392,06001CT
7,52,"Friday, May 1, 2015",392,06001CT
7,53,"Sunday, March 1, 2015",392,06001CT
7,53,"Monday, June 1, 2015",392,06001CT
7,54,"Sunday, March 1, 2015",392,06001CT
7,59,"Wednesday, January 1, 2014",392,06001CT
7,60,"Wednesday, January 1, 2014",694,06001CT
7,60,"Thursday, May 1, 2014",694,06001CT
7,60,"Tuesday, July 1, 2014",694,06001CT
7,60,"Friday, August 1, 2014",2102,06001CT
7,60,"Monday, September 1, 2014",1233,06001CT
7,60,"Sunday, February 1, 2015",2102,06001CT
7,60,"Sunday, February 1, 2015",392,06001CT
7,60,"Sunday, February 1, 2015",392,06001CT
7,61,"Saturday, February 1, 2014",1863,06001CT
7,61,"Thursday, May 1, 2014",1043,06001CT
7,61,"Sunday, June 1, 2014",1233,06001CT
7,61,"Wednesday, October 1, 2014",2102,06001CT
7,61,"Saturday, November 1, 2014",1688,06001CT
7,61,"Monday, December 1, 2014",1233,06001CT
7,61,"Monday, December 1, 2014",2102,06001CT
7,61,"Thursday, January 1, 2015",1726,06001CT
7,61,"Wednesday, April 1, 2015",1726,06001CT
7,61,"Wednesday, April 1, 2015",2102,06001CT
7,62,"Saturday, February 1, 2014",2102,06001CT
7,62,"Sunday, June 1, 2014",694,06001CT
7,62,"Friday, August 1, 2014",2102,06001CT
7,62,"Wednesday, October 1, 2014",1027,06001CT
7,62,"Saturday, November 1, 2014",1027,06001CT
7,62,"Saturday, November 1, 2014",1043,06001CT
7,62,"Monday, December 1, 2014",2102,06001CT
7,62,"Thursday, January 1, 2015",1863,06001CT
7,62,"Sunday, March 1, 2015",1233,06001CT
7,62,"Sunday, March 1, 2015",392,06001CT
7,62,"Sunday, March 1, 2015",694,06001CT
7,62,"Wednesday, April 1, 2015",1027,06001CT
7,62,"Friday, May 1, 2015",1027,06001CT
7,63,"Thursday, May 1, 2014",1863,06001CT
7,63,"Monday, December 1, 2014",1726,06001CT
7,63,"Sunday, March 1, 2015",1043,06001CT
7,63,"Sunday, March 1, 2015",1688,06001CT
7,63,"Sunday, March 1, 2015",1688,06001CT
7,63,"Sunday, March 1, 2015",694,06001CT
7,64,"Saturday, February 1, 2014",694,06001CT
7,64,"Thursday, May 1, 2014",1233,06001CT
7,64,"Thursday, May 1, 2014",2102,06001CT
7,64,"Monday, September 1, 2014",1233,06001CT
7,64,"Monday, December 1, 2014",1863,06001CT
7,64,"Thursday, January 1, 2015",1688,06001CT
7,64,"Sunday, February 1, 2015",1233,06001CT
7,64,"Sunday, March 1, 2015",1688,06001CT
7,64,"Monday, June 1, 2015",392,06001CT
7,65,"Wednesday, January 1, 2014",1027,06001CT
7,65,"Wednesday, January 1, 2014",694,06001CT
7,65,"Saturday, February 1, 2014",1043,06001CT
7,65,"Saturday, March 1, 2014",694,06001CT
7,65,"Tuesday, April 1, 2014",1027,06001CT
7,65,"Thursday, May 1, 2014",1688,06001CT
7,65,"Friday, August 1, 2014",2102,06001CT
7,65,"Monday, September 1, 2014",1027,06001CT
7,65,"Sunday, March 1, 2015",1863,06001CT
7,65,"Wednesday, April 1, 2015",1233,06001CT
7,65,"Monday, June 1, 2015",1726,06001CT
7,66,"Saturday, March 1, 2014",1027,06001CT
7,66,"Saturday, March 1, 2014",1726,06001CT
7,66,"Tuesday, April 1, 2014",1043,06001CT
7,66,"Thursday, May 1, 2014",1233,06001CT
7,66,"Wednesday, October 1, 2014",1688,06001CT
7,66,"Thursday, January 1, 2015",1688,06001CT
7,66,"Monday, June 1, 2015",1027,06001CT
7,66,"Monday, June 1, 2015",1688,06001CT
7,66,"Monday, June 1, 2015",392,06001CT
7,67,"Saturday, March 1, 2014",2102,06001CT
7,67,"Thursday, May 1, 2014",1863,06001CT
7,67,"Tuesday, July 1, 2014",694,06001CT
7,67,"Friday, August 1, 2014",1863,06001CT
7,67,"Wednesday, October 1, 2014",1726,06001CT
7,67,"Thursday, January 1, 2015",1726,06001CT
7,67,"Sunday, March 1, 2015",694,06001CT
7,68,"Wednesday, January 1, 2014",1688,06001CT
7,68,"Saturday, March 1, 2014",1043,06001CT
7,68,"Thursday, January 1, 2015",1726,06001CT
7,68,"Wednesday, April 1, 2015",1863,06001CT
7,68,"Wednesday, April 1, 2015",1863,06001CT
7,68,"Monday, June 1, 2015",1027,06001CT
7,69,"Sunday, June 1, 2014",1043,06001CT
7,69,"Tuesday, July 1, 2014",694,06001CT
7,69,"Sunday, February 1, 2015",1027,06001CT
7,70,"Tuesday, July 1, 2014",1027,06001CT
7,70,"Sunday, February 1, 2015",392,06001CT
7,70,"Sunday, February 1, 2015",694,06001CT
7,70,"Friday, May 1, 2015",392,06001CT
7,70,"Monday, June 1, 2015",1027,06001CT
7,70,"Monday, June 1, 2015",694,06001CT
7,71,"Tuesday, April 1, 2014",1043,06001CT
7,71,"Tuesday, April 1, 2014",1688,06001CT
7,71,"Thursday, May 1, 2014",694,06001CT
7,71,"Sunday, June 1, 2014",1688,06001CT
7,71,"Monday, December 1, 2014",2102,06001CT
7,71,"Sunday, March 1, 2015",694,06001CT
7,71,"Wednesday, April 1, 2015",392,06001CT
7,71,"Friday, May 1, 2015",1043,06001CT
7,71,"Friday, May 1, 2015",1688,06001CT
7,72,"Wednesday, January 1, 2014",2102,06001CT
7,72,"Saturday, March 1, 2014",2102,06001CT
7,72,"Saturday, March 1, 2014",2102,06001CT
7,72,"Tuesday, April 1, 2014",1863,06001CT
7,72,"Friday, August 1, 2014",2102,06001CT
7,72,"Wednesday, October 1, 2014",694,06001CT
7,72,"Thursday, January 1, 2015",1726,06001CT
7,73,"Sunday, June 1, 2014",1233,06001CT
7,73,"Monday, December 1, 2014",694,06001CT
7,73,"Sunday, February 1, 2015",1688,06001CT
7,73,"Sunday, February 1, 2015",1726,06001CT
7,73,"Wednesday, April 1, 2015",2102,06001CT
7,73,"Wednesday, April 1, 2015",694,06001CT
7,73,"Friday, May 1, 2015",1688,06001CT
7,73,"Monday, June 1, 2015",392,06001CT
7,74,"Saturday, March 1, 2014",1233,06001CT
7,74,"Thursday, May 1, 2014",1863,06001CT
7,74,"Tuesday, July 1, 2014",1043,06001CT
7,74,"Tuesday, July 1, 2014",1233,06001CT
7,74,"Monday, December 1, 2014",1027,06001CT
7,74,"Thursday, January 1, 2015",2102,06001CT
7,74,"Sunday, February 1, 2015",1043,06001CT
7,74,"Sunday, February 1, 2015",1726,06001CT
7,74,"Friday, May 1, 2015",694,06001CT
7,74,"Monday, June 1, 2015",1863,06001CT
7,75,"Wednesday, January 1, 2014",1043,06001CT
7,75,"Saturday, February 1, 2014",1688,06001CT
7,75,"Saturday, March 1, 2014",694,06001CT
7,75,"Thursday, May 1, 2014",1043,06001CT
7,75,"Tuesday, July 1, 2014",2102,06001CT
7,75,"Friday, August 1, 2014",1688,06001CT
7,75,"Monday, September 1, 2014",1863,06001CT
7,75,"Wednesday, October 1, 2014",1027,06001CT
7,75,"Thursday, January 1, 2015",1027,06001CT
7,75,"Friday, May 1, 2015",1027,06001CT
7,75,"Friday, May 1, 2015",1863,06001CT
7,75,"Monday, June 1, 2015",1027,06001CT
7,76,"Saturday, March 1, 2014",1726,06001CT
7,76,"Friday, August 1, 2014",1863,06001CT
7,76,"Friday, August 1, 2014",694,06001CT
7,76,"Monday, September 1, 2014",1863,06001CT
7,76,"Thursday, January 1, 2015",2102,06001CT
7,76,"Wednesday, April 1, 2015",1043,06001CT
7,76,"Friday, May 1, 2015",1043,06001CT
7,76,"Monday, June 1, 2015",1688,06001CT
7,77,"Thursday, May 1, 2014",1863,06001CT
7,77,"Thursday, May 1, 2014",1863,06001CT
7,77,"Sunday, June 1, 2014",694,06001CT
7,77,"Tuesday, July 1, 2014",1863,06001CT
7,77,"Friday, August 1, 2014",1863,06001CT
7,77,"Saturday, November 1, 2014",694,06001CT
7,77,"Thursday, January 1, 2015",1863,06001CT
7,77,"Sunday, February 1, 2015",694,06001CT
7,77,"Wednesday, April 1, 2015",1043,06001CT
7,77,"Friday, May 1, 2015",1863,06001CT
7,77,"Monday, June 1, 2015",1027,06001CT
7,78,"Saturday, February 1, 2014",1027,06001CT
7,78,"Saturday, February 1, 2014",1043,06001CT
7,78,"Saturday, February 1, 2014",1863,06001CT
7,78,"Tuesday, July 1, 2014",1688,06001CT
7,78,"Friday, August 1, 2014",694,06001CT
7,78,"Wednesday, April 1, 2015",392,06001CT
7,78,"Monday, June 1, 2015",1043,06001CT
7,79,"Wednesday, January 1, 2014",1027,06001CT
7,79,"Wednesday, January 1, 2014",694,06001CT
7,79,"Saturday, February 1, 2014",1688,06001CT
7,79,"Saturday, February 1, 2014",694,06001CT
7,79,"Saturday, March 1, 2014",1726,06001CT
7,79,"Sunday, June 1, 2014",2102,06001CT
7,79,"Sunday, June 1, 2014",2102,06001CT
7,79,"Tuesday, July 1, 2014",1726,06001CT
7,79,"Saturday, November 1, 2014",694,06001CT
7,79,"Thursday, January 1, 2015",1027,06001CT
7,79,"Friday, May 1, 2015",1027,06001CT
7,79,"Monday, June 1, 2015",392,06001CT
7,80,"Wednesday, January 1, 2014",1043,06001CT
7,80,"Wednesday, January 1, 2014",1233,06001CT
7,80,"Wednesday, January 1, 2014",1688,06001CT
7,80,"Wednesday, January 1, 2014",1863,06001CT
7,80,"Saturday, February 1, 2014",1688,06001CT
7,80,"Tuesday, April 1, 2014",1027,06001CT
7,80,"Tuesday, April 1, 2014",1043,06001CT
7,80,"Thursday, May 1, 2014",2102,06001CT
7,80,"Tuesday, July 1, 2014",1043,06001CT
7,80,"Saturday, November 1, 2014",1688,06001CT
7,80,"Monday, December 1, 2014",1688,06001CT
7,80,"Sunday, March 1, 2015",392,06001CT
7,81,"Tuesday, April 1, 2014",1863,06001CT
7,81,"Wednesday, October 1, 2014",1027,06001CT
7,81,"Wednesday, October 1, 2014",1726,06001CT
7,81,"Monday, December 1, 2014",2102,06001CT
7,81,"Sunday, March 1, 2015",1688,06001CT
7,81,"Sunday, March 1, 2015",1863,06001CT
7,81,"Sunday, March 1, 2015",2102,06001CT
7,81,"Friday, May 1, 2015",1027,06001CT
7,81,"Friday, May 1, 2015",1688,06001CT
7,81,"Monday, June 1, 2015",1688,06001CT
7,82,"Saturday, February 1, 2014",1027,06001CT
7,82,"Thursday, May 1, 2014",1043,06001CT
7,82,"Sunday, June 1, 2014",1027,06001CT
7,82,"Sunday, June 1, 2014",1027,06001CT
7,82,"Monday, September 1, 2014",1726,06001CT
7,82,"Sunday, February 1, 2015",1233,06001CT
7,82,"Sunday, March 1, 2015",1043,06001CT
7,82,"Sunday, March 1, 2015",1233,06001CT
7,82,"Wednesday, April 1, 2015",1726,06001CT
7,82,"Friday, May 1, 2015",1027,06001CT
7,83,"Saturday, February 1, 2014",1233,06001CT
7,83,"Thursday, May 1, 2014",1726,06001CT
7,83,"Friday, August 1, 2014",2102,06001CT
7,83,"Wednesday, October 1, 2014",1043,06001CT
7,83,"Monday, December 1, 2014",1233,06001CT
7,83,"Sunday, March 1, 2015",1027,06001CT
7,83,"Monday, June 1, 2015",1688,06001CT
7,83,"Monday, June 1, 2015",1726,06001CT
7,83,"Monday, June 1, 2015",694,06001CT
7,84,"Wednesday, January 1, 2014",1043,06001CT
7,84,"Wednesday, January 1, 2014",694,06001CT
7,84,"Sunday, June 1, 2014",1027,06001CT
7,84,"Saturday, November 1, 2014",1688,06001CT
7,84,"Saturday, November 1, 2014",1863,06001CT
7,84,"Sunday, February 1, 2015",1027,06001CT
7,84,"Sunday, March 1, 2015",1043,06001CT
7,84,"Friday, May 1, 2015",1863,06001CT
7,85,"Friday, August 1, 2014",1233,06001CT
7,85,"Friday, August 1, 2014",1233,06001CT
7,85,"Friday, August 1, 2014",1863,06001CT
7,85,"Wednesday, October 1, 2014",1027,06001CT
7,85,"Wednesday, October 1, 2014",1043,06001CT
7,85,"Saturday, November 1, 2014",1688,06001CT
7,85,"Monday, June 1, 2015",2102,06001CT
7,86,"Saturday, March 1, 2014",694,06001CT
7,86,"Tuesday, April 1, 2014",1027,06001CT
7,86,"Thursday, May 1, 2014",2102,06001CT
7,86,"Sunday, June 1, 2014",694,06001CT
7,86,"Saturday, November 1, 2014",2102,06001CT
7,86,"Saturday, November 1, 2014",694,06001CT
7,86,"Thursday, January 1, 2015",1233,06001CT
7,87,"Wednesday, January 1, 2014",1233,06001CT
7,87,"Wednesday, January 1, 2014",1233,06001CT
7,87,"Thursday, May 1, 2014",1726,06001CT
7,87,"Tuesday, July 1, 2014",2102,06001CT
7,87,"Sunday, March 1, 2015",1863,06001CT
7,88,"Wednesday, January 1, 2014",1233,06001CT
7,88,"Tuesday, April 1, 2014",1726,06001CT
7,88,"Thursday, May 1, 2014",1027,06001CT
7,88,"Tuesday, July 1, 2014",1027,06001CT
7,88,"Tuesday, July 1, 2014",1726,06001CT
7,88,"Friday, August 1, 2014",1043,06001CT
7,88,"Wednesday, October 1, 2014",1688,06001CT
7,88,"Saturday, November 1, 2014",2102,06001CT
7,88,"Sunday, February 1, 2015",2102,06001CT
7,88,"Sunday, February 1, 2015",694,06001CT
7,88,"Wednesday, April 1, 2015",1688,06001CT
7,89,"Wednesday, January 1, 2014",1688,06001CT
7,89,"Tuesday, July 1, 2014",1726,06001CT
7,89,"Friday, August 1, 2014",1726,06001CT
7,89,"Saturday, November 1, 2014",1233,06001CT
7,89,"Thursday, January 1, 2015",1863,06001CT
7,89,"Thursday, January 1, 2015",1863,06001CT
7,89,"Sunday, February 1, 2015",2102,06001CT
7,89,"Sunday, March 1, 2015",1863,06001CT
7,89,"Wednesday, April 1, 2015",1726,06001CT
7,89,"Monday, June 1, 2015",1233,06001CT
7,90,"Sunday, March 1, 2015",1043,06001CT
7,90,"Wednesday, April 1, 2015",1027,06001CT
7,90,"Friday, May 1, 2015",1043,06001CT
8,10,"Sunday, June 1, 2014",199,20001DC
8,10,"Tuesday, July 1, 2014",1908,20001DC
8,10,"Sunday, March 1, 2015",1908,20001DC
8,11,"Saturday, November 1, 2014",1,20001DC
8,11,"Monday, June 1, 2015",1908,20001DC
8,12,"Tuesday, April 1, 2014",1,20001DC
8,12,"Monday, September 1, 2014",199,20001DC
8,12,"Wednesday, October 1, 2014",211,20001DC
8,12,"Saturday, November 1, 2014",211,20001DC
8,12,"Monday, December 1, 2014",1908,20001DC
8,12,"Sunday, March 1, 2015",1,20001DC
8,12,"Friday, May 1, 2015",199,20001DC
8,13,"Wednesday, January 1, 2014",211,20001DC
8,13,"Saturday, March 1, 2014",1908,20001DC
8,13,"Tuesday, April 1, 2014",2187,20001DC
8,13,"Thursday, May 1, 2014",211,20001DC
8,13,"Wednesday, October 1, 2014",2187,20001DC
8,14,"Tuesday, April 1, 2014",1,20001DC
8,14,"Thursday, May 1, 2014",199,20001DC
8,14,"Sunday, June 1, 2014",199,20001DC
8,14,"Wednesday, October 1, 2014",211,20001DC
8,14,"Thursday, January 1, 2015",2187,20001DC
8,14,"Wednesday, April 1, 2015",199,20001DC
8,15,"Wednesday, January 1, 2014",1,20001DC
8,15,"Wednesday, January 1, 2014",1908,20001DC
8,15,"Sunday, June 1, 2014",2187,20001DC
8,16,"Wednesday, January 1, 2014",1,20001DC
8,16,"Saturday, March 1, 2014",1,20001DC
8,16,"Thursday, May 1, 2014",1,20001DC
8,16,"Monday, September 1, 2014",199,20001DC
8,16,"Thursday, January 1, 2015",1908,20001DC
8,16,"Friday, May 1, 2015",199,20001DC
8,17,"Wednesday, January 1, 2014",2187,20001DC
8,17,"Saturday, March 1, 2014",211,20001DC
8,17,"Thursday, May 1, 2014",211,20001DC
8,17,"Friday, August 1, 2014",199,20001DC
8,17,"Monday, September 1, 2014",199,20001DC
8,17,"Sunday, March 1, 2015",1,20001DC
8,17,"Friday, May 1, 2015",1,20001DC
8,18,"Monday, December 1, 2014",2187,20001DC
8,19,"Thursday, May 1, 2014",1,20001DC
8,19,"Thursday, May 1, 2014",1908,20001DC
8,19,"Tuesday, July 1, 2014",1,20001DC
8,19,"Monday, September 1, 2014",199,20001DC
8,19,"Sunday, February 1, 2015",2187,20001DC
8,20,"Saturday, November 1, 2014",199,20001DC
8,20,"Friday, May 1, 2015",1908,20001DC
8,21,"Sunday, March 1, 2015",1,20001DC
8,22,"Sunday, June 1, 2014",1908,20001DC
8,22,"Monday, September 1, 2014",199,20001DC
8,22,"Saturday, November 1, 2014",2187,20001DC
8,23,"Monday, September 1, 2014",1908,20001DC
8,23,"Monday, September 1, 2014",211,20001DC
8,23,"Monday, December 1, 2014",2187,20001DC
8,24,"Tuesday, April 1, 2014",211,20001DC
8,24,"Thursday, May 1, 2014",1,20001DC
8,24,"Monday, December 1, 2014",211,20001DC
8,24,"Wednesday, April 1, 2015",211,20001DC
8,24,"Friday, May 1, 2015",2187,20001DC
8,25,"Monday, September 1, 2014",1908,20001DC
8,25,"Sunday, February 1, 2015",1,20001DC
8,25,"Sunday, February 1, 2015",2187,20001DC
8,25,"Monday, June 1, 2015",1908,20001DC
8,26,"Sunday, June 1, 2014",1908,20001DC
8,26,"Wednesday, October 1, 2014",199,20001DC
8,26,"Wednesday, April 1, 2015",1,20001DC
8,26,"Monday, June 1, 2015",1,20001DC
8,27,"Thursday, January 1, 2015",1,20001DC
8,27,"Thursday, January 1, 2015",211,20001DC
8,28,"Tuesday, April 1, 2014",211,20001DC
8,28,"Sunday, June 1, 2014",1908,20001DC
8,28,"Tuesday, July 1, 2014",199,20001DC
8,29,"Saturday, March 1, 2014",199,20001DC
8,29,"Tuesday, July 1, 2014",2187,20001DC
8,29,"Monday, September 1, 2014",199,20001DC
8,29,"Monday, December 1, 2014",211,20001DC
8,29,"Monday, June 1, 2015",199,20001DC
8,31,"Wednesday, January 1, 2014",2187,20001DC
8,31,"Tuesday, April 1, 2014",211,20001DC
8,31,"Sunday, June 1, 2014",2187,20001DC
